CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL108451	178766	CHEMBL108451	178766		21	569.69	.71	173.31	1	COc1ccc(CCC(=O)N2C[C@@H]3CC[C@H](N3C(=O)C2)C(=O)NC(CCCN=C(N)N)C(=O)c4nccs4)cc1	254500	Ki	=	.5	nM	9.3	Ki	=	.5	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	225581	CHEMBL847937	B	Binding affinity against thrombin	1	Scientific Literature				Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			2882	CHEMBL1130670	9873701	Bioorg. Med. Chem. Lett.	1998	8	22	3193					
CHEMBL343805	232184	CHEMBL343805	232184		3m	479.6	.07	165.68	0	NC(=N)C1CCC[C@H](NC(=O)CN2CCCC[C@H](NS(=O)(=O)Cc3ccccc3)C2=O)C1O	337247	Ki		.54	nM		Ki		.54	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208676	CHEMBL813335	B	compound was tested in vitro for inhibition of serine protease thrombin(FIIa).	1	Scientific Literature				Autocuration	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			13685	CHEMBL1129392	8917639	J. Med. Chem.	1996	39	23	4531					
CHEMBL108202	179804	CHEMBL108202	179804		1	491.03	2.51	113.76	0	N[C@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)NCc3cc(Cl)ccc3OCC(=O)NC4CC4	5247927	Ki	=	.61	nM	9.21	Ki	=	.61	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	728384	CHEMBL1685160	B	Inhibition of thrombin	1	Scientific Literature				Autocuration	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			55717	CHEMBL1681657	21295466	Bioorg. Med. Chem. Lett.	2011	21	5	1532					
CHEMBL3084829	1594720	CHEMBL3084829	1594720		2b	609.77	2.69	142.77	1	N[C@@H]1CC[C@H](CC1)C(NC(=O)[C@@H]2CC[C@H]3CN(CC(=O)N23)S(=O)(=O)Cc4ccccc4)C(=O)c5nc6ccccc6s5	739815	Ki	=	.72	nM	9.14	Ki	=	.72	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	32965	CHEMBL644680	B	In vitro activity against human alpha thrombin was determined	1	Scientific Literature				Autocuration	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			4502	CHEMBL1133798	11212093	Bioorg. Med. Chem. Lett.	2001	11	3	287					
CHEMBL1682782	1072849	CHEMBL1682782	1072849		31	462.94	3.98	99.64	0	CC(C)c1cc[n+]([O-])cc1c2cc(C)cc(c2)C(=O)NCc3cc(Cl)ccc3n4cnnn4	5248050	Ki	=	.77	nM	9.11	Ki	=	.77	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	728395	CHEMBL1685171	B	Inhibition of thrombin	1	Scientific Literature				Autocuration	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			55718	CHEMBL1681658	21295467	Bioorg. Med. Chem. Lett.	2011	21	5	1536					
CHEMBL327189	153606	CHEMBL327189	153606		15	520.62	.86	150.28	1	NS(=O)(=O)N[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCC#Cc4c[nH]cn4	1027431	Ki	=	.8	nM	9.1	Ki	=	.8	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208510	CHEMBL811983	B	In vitro inhibition of human thrombin.	1	Scientific Literature				Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			4026	CHEMBL1133054	11133089	Bioorg. Med. Chem. Lett.	2000	10	24	2775					
CHEMBL19811	22767	CHEMBL19811	22767		NC27	446.53	-.25	147.68	0	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NC[C@@H]3CNC(=NC3)N	477401	Ki	=	1	nM	9	Ki	=	1	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208494	CHEMBL811969	B	In vitro inhibitory constant against human thrombin (FIIa).	1	Scientific Literature				Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			5444	CHEMBL1136066	11934589	Bioorg. Med. Chem. Lett.	2002	12	8	1203					
CHEMBL3423210	1842661	CHEMBL312145	126025		13f	393.49	1.15	125.3	0	Cl.N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCc3ccc(cc3)C(=N)N	15237548	Ki	=	1.1	nM	8.96	Ki	=	.0011	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1475712	CHEMBL3424914	B	Inhibition of human alpha-thrombin using tPa (CH3SO2-D-Cha-Gly-Arg-pNA.AcOH) as chromogenic substrate by kinetic photometric assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	9	Protein	Trypsin	high	91692	CHEMBL3421555	25912673	Eur. J. Med. Chem.	2015	96		405					
CHEMBL290836	61941	CHEMBL290836	61941		13	506.43				CC1(C)C2C[C@H]3OB(O[C@@]3(C)C1C2)[C@H](CCCN=C(N)N)NC(=O)c4ccc(cc4F)c5ccccc5	316395	Ki	=	1.2	nM	8.92	Ki	=	1.2	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208719	CHEMBL872712	B	Inhibition of thrombin	1	Scientific Literature	Oryctolagus cuniculus		9986	Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			2142	CHEMBL1151536		Bioorg. Med. Chem. Lett.	1997	7	13	1595					
CHEMBL317639	169247	CHEMBL317639	169247		11	480.42				CC(C)(CN(CC(=O)NC(CCC\N=C\N)B(O)O)C(=O)CCc1ccccc1)c2ccccc2	444952	Ki	=	1.2	nM	8.92	Ki	=	1.2	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208314	CHEMBL812833	B	Binding affinity towards thrombin was tested.	1	Scientific Literature				Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			2969	CHEMBL1130738	9871674	Bioorg. Med. Chem. Lett.	1998	8	3	301					
CHEMBL296663	61872	CHEMBL296663	61872		14	503.46				CC1(C)C2C[C@H]3OB(O[C@@]3(C)C1C2)[C@H](CCCN=C(N)N)NC(=O)c4ccc(cc4N)c5ccccc5	327600	Ki	=	1.3	nM	8.89	Ki	=	1.3	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208719	CHEMBL872712	B	Inhibition of thrombin	1	Scientific Literature	Oryctolagus cuniculus		9986	Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			2142	CHEMBL1151536		Bioorg. Med. Chem. Lett.	1997	7	13	1595					
CHEMBL96376	153864	CHEMBL96376	153864		10	533.07	2.69	116.84	1	Clc1ccc2OCC(=O)NCCCCC(=O)N[C@H](C3CCCCC3)C(=O)N4CCC[C@H]4C(=O)NCc2c1	525190	Ki	=	1.3	nM	8.89	Ki	=	1.3	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208517	CHEMBL817243	B	Inhibitory activity against thrombin IIa	1	Scientific Literature				Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			5708	CHEMBL1136169	12873514	Bioorg. Med. Chem. Lett.	2003	13	16	2781					
CHEMBL322208	167929	CHEMBL322208	167929		39	493.55	1.39	140.87	0	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCc3ccccc3n4cnnn4	1132470	Ki	=	1.4	nM	8.85	Ki	=	1.4	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208532	CHEMBL813626	B	Inhibitory potency against human thrombin	1	Scientific Literature				Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			17839	CHEMBL1149168	15163182	J. Med. Chem.	2004	47	12	2995					
CHEMBL1215083	686943	CHEMBL1229259	691610		1	556.69	.33	207.35	2	NC(=N)NCCC[C@@H](NS(=O)(=O)Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCc3ccc(cc3)C(=N)N.OC(=O)C(F)(F)F	3402443	Ki	=	1.94	nM	8.71	Ki	=	1.94	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	649223	CHEMBL1218921	B	Inhibition of human thrombin	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	9	Protein	Trypsin	high	52260	CHEMBL1212915	20684597	J. Med. Chem.	2010	53	15	5523					
CHEMBL2371882	1546333	CHEMBL2371882	1546333		TI4	3373.44				CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H]2CCCCN2C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)c3ccc(cc3)C(C)(C)C)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc5ccc(O)cc5)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)O	1661940	Ki	=	2	nM	8.7	Ki	=	2	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	325957	CHEMBL863455	F	Inhibitory activity against human thrombin by amidolytic assay using chromogenic S-2238 substrate	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000019	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	9	Protein	Trypsin	high	30343	CHEMBL1141203	16202582	Bioorg. Med. Chem. Lett.	2005	15	23	5120					
CHEMBL352392	286918	CHEMBL1184496	658446		16f	556.76	2.96	143.77	1	Cl.C[C@]12CC[C@@H](CCCc3ccccc3)C(=O)N1[C@@H](CS2)C(=O)NC(CCCN=C(N)N)C(=O)c4nccs4	197471	Ki	=	2	nM	8.7	Ki	=	2	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208364	CHEMBL813674	B	In vitro inhibitory activity against human thrombin.( Fast moving component on HPLC)	1	Scientific Literature				Autocuration	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			3586	CHEMBL1131662	10230610	Bioorg. Med. Chem. Lett.	1999	9	7	913					
CHEMBL198002	330004	CHEMBL198002	330004		8	433.42	3.99	94.55	0	FC(F)(CNc1cccc2oc(Cc3ccccc3n4cnnn4)nc12)c5ccccn5	1613598	Ki	=	2.1	nM	8.68	Ki	=	2.1	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	320755	CHEMBL884569	B	Inhibitory constant against thrombin	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	9	Protein	Trypsin	high	30036	CHEMBL1142745	16137886	Bioorg. Med. Chem. Lett.	2005	15	20	4411					
CHEMBL123142	202102	CHEMBL123142	202102		14b	583.82	5.56	126.65	2	Cc1cc(N)nc(C)c1CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NC(=O)OC(C)(C)C)C(C3CCCCC3)C4CCCCC4	393172	Ki	=	2.2	nM	8.66	Ki	=	2.2	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208362	CHEMBL813672	B	In vitro inhibitory activity against human thrombin(IIa)	1	Scientific Literature				Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			14187	CHEMBL1130400	9371237	J. Med. Chem.	1997	40	23	3726					
CHEMBL333238	201142	CHEMBL1184121	658071		17 (diastereomer 2)	434.58	3.23	88.32	0	NC1CCC(CNC(=O)[C@@H]2CCCN2C(=O)CC(c3ccccc3)c4cccnc4)CC1.OC(=O)C(F)(F)F	842990	Ki	=	2.2	nM	8.66	Ki	=	2.2	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208549	CHEMBL814318	B	Inhibition of Thrombin	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	9	Protein	Trypsin	high	14180	CHEMBL1130225	9357536	J. Med. Chem.	1997	40	22	3687					
CHEMBL100049	161829	CHEMBL100049	161829		NC29	468.46	2.8	128.07	0	CC1=CN=C(NCC(F)(F)c2ccccc2)C(=O)N1CC(=O)NCc3ccc4c(N)noc4c3	798514	Ki	=	2.5	ug nM-1		Ki	=	2.5	ug nM-1		Non standard unit for type	0	BAO_0000192			209399	CHEMBL811331	B	In vitro inhibitory activity against human Thrombin (FIIa) cleavage of the chromogenic substrate	1	Scientific Literature				Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			5130	CHEMBL1135211	12270176	Bioorg. Med. Chem. Lett.	2002	12	20	2925					
CHEMBL3941954	2151325	CHEMBL3941954	2151325		BDBM253008	467.92	1.99	129.62	0	OC(=NCc1cc(Cl)ccc1n2cnnn2)[C@@H]3CCCN3C(=O)C4(O)CCc5cccnc45	17800201	Ki	=	2.5	nM	8.6	Ki	=	2.5	nM	440457		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1642469	CHEMBL3889192	B	In Vitro Assay: Relevant in vitro assays are referenced in Morrissette, et al., Bioorg. Med. Chem. Lett. 2004, 14, 4161-4164 and described in Lewis, et al. Thromb. Res. 1993, 70, 173 (assays of human α-thrombin and human trypsin), and Lewis, et al. Thromb. Haemostasis 1995, 74, 1107-1112. The assays were carried out at 25° C. in 0.05 M TRIS buffer pH 7.4, 0.15 M NaCl, 0.1% PEG. Trypsin assays also contained 1 mM CaC12. In assays wherein rates of hydrolysis of a p-nitroanilide (pna) substrate were determined, a Thermomax 96-well plate reader was used was used to measure (at 405 nm) the time dependent appearance of p-nitroaniline. sar-PR-pna was used to assay human α-thrombin (Km=125 μM) and bovine trypsin (Km=125 μM). p-Nitroanilide substrate concentration was determined from measurements of absorbance at 342 nm using an extinction coefficient of 8270 cm−1M−1.	37	BindingDB Database	Homo sapiens			Autocuration	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			103371	CHEMBL3886986			2016								
CHEMBL250273	416153	CHEMBL250273	416153		3	494.91	3.3	125.15	0	NC(=N)NOCCNC(=O)Cc1c(Cl)ccc(NCC(F)(F)c2cccc3cccnc23)c1F	2048873	Ki	=	2.7	nM	8.57	Ki	=	2.7	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	458088	CHEMBL924350	B	Inhibition of human thrombin after 15 mins by standard chromogenic assay	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	9	Protein	Trypsin	high	37852	CHEMBL1140519	17889527	Bioorg. Med. Chem. Lett.	2007	17	22	6266					
CHEMBL29417	38573	CHEMBL29417	38573		10	479.87	2.06	112.19	0	COc1ccccc1CNC(=O)CN2C(=CN=C(NCC(F)(F)c3cccc[n+]3[O-])C2=O)Cl	513605	Ki	=	3	nM	8.52	Ki	=	3	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208518	CHEMBL879191	B	Inhibitory activity against human thrombin	1	Scientific Literature				Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			6227	CHEMBL1136692	12657281	Bioorg. Med. Chem. Lett.	2003	13	7	1353					
CHEMBL434497	280133	CHEMBL434497	280133		4	450.61	.77	121.6	0	CS(=O)(=O)N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCC3CCC(N)CC3	736624	Ki	=	3	nM	8.52	Ki	=	3	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208888	CHEMBL814945	B	Binding affinity towards thrombin	1	Scientific Literature				Autocuration	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			14318	CHEMBL1129964	9083470	J. Med. Chem.	1997	40	6	830					
CHEMBL606954	609804	CHEMBL606954	609804		9	696.72				CCCCS(=O)(=O)N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCn3ccnc3N)B4O[C@@H]5CC6CC(C6(C)C)[C@]5(C)O4	1033455	Ki	=	3.2	nM	8.49	Ki	=	3.2	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208538	CHEMBL813632	B	Tested for the binding affinity against thrombin	1	Scientific Literature				Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			2086	CHEMBL1129866		Bioorg. Med. Chem. Lett.	1997	7	1	79					
CHEMBL167995	277468	CHEMBL167995	277468		9a	416.49	2.4	104.7	0	CC1=CN=C(NCCc2ccccc2)C(=O)N1CC(=O)NCc3cc4cc[nH]c4cn3	389891	Ki	=	3.7	nM	8.43	Ki	=	3.7	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208511	CHEMBL811984	B	Inhibition of Thrombin	1	Scientific Literature				Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			6123	CHEMBL1136608	12617893	Bioorg. Med. Chem. Lett.	2003	13	5	795					
CHEMBL603888	596830	CHEMBL312145	126025		18h	393.49	1.15	125.3	0	Cl.Cl.N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCc3ccc(cc3)C(=N)N	3122934	Ki	=	4	nM	8.4	Ki	=	.004	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	612839	CHEMBL1067528	B	Binding affinity to human thrombin by standard kinetic photometric assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	9	Protein	Trypsin	high	49670	CHEMBL1157571	20148533	J. Med. Chem.	2010	53	5	2126					
CHEMBL317974	163738	CHEMBL317974	163738	MACROCYCLIC TRIPEPTIDE MOTIF	Cyclotheonamide	731.81	-1.74	265.01	2	NC(=N)NCCC[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CNC(=O)\C=C/[C@@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc4ccccc4)NC(=O)C1=O)NC=O	798337	Ki	=	4.1	nM	8.39	Ki	=	4.1	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208327	CHEMBL813520	B	Inhibition of human thrombin	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	9	Protein	Trypsin	high	1923	CHEMBL1128948		Bioorg. Med. Chem. Lett.	1996	6	24	2947					
CHEMBL141889	237904	CHEMBL141889	237904		20	432.41	2	101.8	0	CC1=CN=C(NCC(F)(F)c2ccccn2)C(=O)N1CC(=O)NCc3ncccc3F	503106	Ki	=	4.2	nM	8.38	Ki	=	4.2	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	210607	CHEMBL816574	B	Inhibitory constant against thrombin (IIa) 	1	Scientific Literature				Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			17372	CHEMBL1145961	12570369	J. Med. Chem.	2003	46	4	461					
CHEMBL37884	52485	CHEMBL37884	52485		12	519.6	2.57	160.37	1	Cc1cc(OCCCON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(=O)(=O)c3ccccc3)c1	741108	Ki	=	4.8	nM	8.32	Ki	=	.0048	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208521	CHEMBL813616	B	Inhibitory activity against alpha-human thrombin	1	Scientific Literature				Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			6251	CHEMBL1136712	12668020	Bioorg. Med. Chem. Lett.	2003	13	8	1495					
CHEMBL3084745	1594636	CHEMBL3084745	1594636		1	386.54	1.44	87.46	0	CN[C@H](Cc1ccccc1)C(=O)N2CCCC2C(=O)NC[C@@H]3CC[C@@H](N)CC3	933446	Ki	=	5	nM	8.3	Ki	=	5	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208316	CHEMBL872724	B	Binding affinity was evaluated against human thrombin	1	Scientific Literature				Autocuration	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			2129	CHEMBL1130452		Bioorg. Med. Chem. Lett.	1997	7	12	1497					
CHEMBL7587	2334	CHEMBL7587	2334		4	493.67	4.1	78.51	0	CNc1ccc(cc1)C#CC[C@H](NS(=O)(=O)c2ccc3CCCCc3c2)C(=O)N(C)C4CCCC4	1046004	Ki	=	5	nM	8.3	Ki	=	5	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208510	CHEMBL811983	B	In vitro inhibition of human thrombin.	1	Scientific Literature				Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			4026	CHEMBL1133054	11133089	Bioorg. Med. Chem. Lett.	2000	10	24	2775					
CHEMBL83205	132044	CHEMBL83205	132044		2	511.62	3.06	128.38	1	CN(C1CCCC1)C(=O)[C@H](Cc2ccc(C(=N)NN)c(F)c2)NS(=O)(=O)c3ccc4ccccc4c3	1118820	Ki	=	5.5	nM	8.26	Ki	=	5.5	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208526	CHEMBL813621	B	Inhibitory constant against human thrombin was determined in vitro.	1	Scientific Literature				Autocuration	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			3293	CHEMBL1132097	10498193	Bioorg. Med. Chem. Lett.	1999	9	17	2483					
CHEMBL268824	2564	CHEMBL268824	2564		10e	540.71	2.56	121.6	1	CS(=O)(=O)N[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCc4ccc(CN)s4	1227345	Ki	=	5.8	nM	8.24	Ki	=	5.8	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208337	CHEMBL813569	B	Binding affinity against human thrombin	1	Scientific Literature				Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			5407	CHEMBL1135262	11909707	Bioorg. Med. Chem. Lett.	2002	12	7	1017					
CHEMBL366233	325534	CHEMBL366233	325534		2	451.84	2.97	93.85	0	[O-][n+]1c(NCC(F)(F)c2ccccn2)ccc(Cl)c1CC(=O)NCc3ncccc3F	1523267	Ki	=	6	nM	8.22	Ki	=	6	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	302401	CHEMBL829646	B	Binding affinity against thrombin in human plasma	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	9	Protein	Trypsin	high	20452	CHEMBL1145272	15911253	Bioorg. Med. Chem. Lett.	2005	15	11	2771					
CHEMBL341126	213090	CHEMBL341126	213090		8	390.47	2.1	129.36	0	Cc1cccc(c1)S(=O)(=O)Oc2cc(C)cc(OCC\C=N\N=C(N)N)c2	146248	Ki	=	6	nM	8.22	Ki	=	6	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208342	CHEMBL813653	B	Inhibitory constant against human alpha thrombin	1	Scientific Literature				Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			3639	CHEMBL1132849	10636229	Bioorg. Med. Chem. Lett.	2000	10	1	1					
CHEMBL321141	167849	CHEMBL321141	167849		10	499.91	3	106.73	0	FC(F)(CNC1=NC=C(Cl)N(CC(=O)NCc2ccccc2n3cccn3)C1=O)c4ccccn4	1103833	Ki	=	6.9	nM	8.16	Ki	=	6.9	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208532	CHEMBL813626	B	Inhibitory potency against human thrombin	1	Scientific Literature				Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			17839	CHEMBL1149168	15163182	J. Med. Chem.	2004	47	12	2995					
CHEMBL283851	38160	CHEMBL283851	38160		20	515.85	2.65	112.19	1	[O-][n+]1ccccc1C(F)(F)CNC2=NC=C(Cl)N(CC(=O)NCc3cccc(OC(F)F)c3)C2=O	541181	Ki	=	7	nM	8.15	Ki	=	7	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	208518	CHEMBL879191	B	Inhibitory activity against human thrombin	1	Scientific Literature				Expert	BAO_0000357	11	CHEMBL204	SINGLE PROTEIN	P00734	Thrombin	Homo sapiens	8	Homologous protein			6227	CHEMBL1136692	12657281	Bioorg. Med. Chem. Lett.	2003	13	7	1353					
